forum,url,country,language,primary_topic,topics,forum_type,status,domain_rating,domain_rating_provider,last_verified_at,registration_access,registration_cost,thread_creation,reply_posting,profile_website_available,profile_backlink_type,profile_link_target_type,profile_indexability,post_body_backlink_type,post_body_link_target_type,thread_indexability,signature_backlink_type,evidence_checked_at
ftrp.aktiv-forum.com,https://ftrp.aktiv-forum.com/,,,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,38,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ftutopia.rpg-board.net,https://ftutopia.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
fuckbnig.rpg-board.net,https://fuckbnig.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FUDiabetes - For Unlimited Diabetics,https://forum.fudiabetes.org/,,en,HEALTH_MEDICINE,HEALTH_MEDICINE; PARENTING_FAMILY; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,22,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FullsizeChevy - FSC — FullSizeChevy Truck Community,https://forum.fullsizechevy.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,ACTIVE,19,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
fun2shh.forumur.net,https://fun2shh.forumur.net/,,,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE,INDEPENDENT,ACTIVE,16,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Funcom Forums,https://forums.funcom.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,71,Ahrefs,2026-08-26,CLOSED,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
funmaza.darkbb.com,https://funmaza.darkbb.com/,,en,GAMING_ESPORTS,GAMING_ESPORTS; SPORTS_FITNESS; MUSIC_ENTERTAINMENT_CULTURE,HOBBY_COMMUNITY,ACTIVE,51,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Funnelish Community,https://community.funnelish.com/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; CONSTRUCTION,OTHER,ACTIVE,73,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
funtertainment.rpg-board.net,https://funtertainment.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Future Audio Workshop Community,https://community.futureaudioworkshop.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,40,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FxSound - FxSound Forum and Community,https://forum.fxsound.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MUSIC_ENTERTAINMENT_CULTURE,OTHER,ACTIVE,52,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
gack.rpg-board.net,https://gack.rpg-board.net/,,de,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Gainium Community,https://community.gainium.io/,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3,OTHER,ACTIVE,19,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
galacticwars.rpg-board.net,https://galacticwars.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
galadara-kingdoms.forumotion.me,https://galadara-kingdoms.forumotion.me/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,41,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Galaxy Community Help,https://help.galaxyproject.org/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,72,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Game Development Stack Exchange,https://gamedev.stackexchange.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GameDev.tv - Join Our Students and Teaching Assistants in the GameDev.tv Community Forum,https://community.gamedev.tv/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; CONSTRUCTION; CONSUMER_DEALS_REVIEWS,OTHER,ACTIVE,59,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
gameofthrones-rpg.rpg-board.net,https://gameofthrones-rpg.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Gamer Nation - Gaming Forum for Real Gamers,https://gamernation.org/,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDUSTRY_COMMUNITY,ACTIVE,5,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
gamestill.rpg-board.net,https://gamestill.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Gardening & Landscaping Stack Exchange,https://gardening.stackexchange.com/,,en,HEALTH_MEDICINE,HEALTH_MEDICINE; AGRICULTURE_GARDENING,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Garuda Linux Forum - If it's not fun you're doing it wrong,https://forum.garudalinux.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,61,Ahrefs,2026-08-26,OPEN,PAID,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
GBIF community forum,https://discourse.gbif.org/,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,82,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"gCaptain Forum - Maritime careers, USCG licensing, navy & shipping industry forum",https://forum.gcaptain.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CYBERSECURITY_IT; CAREERS_HR_RECRUITMENT; ENGINEERING; TRANSPORT_LOGISTICS,PROFESSIONAL_COMMUNITY,ACTIVE,75,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
gcaroleplay.rpg-board.net,https://gcaroleplay.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
geeksocial.rpg-board.net,https://geeksocial.rpg-board.net/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Gems of War,https://community.gemsofwar.com/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,49,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GenAI Stack Exchange,https://genai.stackexchange.com/,,en,AI_DATA,AI_DATA; EDUCATION_STUDENTS,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Genealogy & Family History Stack Exchange,https://genealogy.stackexchange.com/,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION; PARENTING_FAMILY; NEWS_POLITICS_SOCIETY,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
genealogy.net - Der deutsche Genealogieserver,https://discourse.genealogy.net/,,de,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,77,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
Geographic Information Systems Stack Exchange,https://gis.stackexchange.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
German Language Stack Exchange,https://german.stackexchange.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GestGov - Minimizando Assimetrias de Informação Governamentais,https://gestgov.discourse.group/,,pt,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,81,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Ghost Forum,https://forum.ghost.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; PROGRAMMING_DEVELOPMENT; WEB_HOSTING_DOMAINS,PROFESSIONAL_COMMUNITY,ACTIVE,92,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Gig Performer Community - Gig Performer - the plugin host for live or session performing musicians,https://community.gigperformer.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,53,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
girei.rpg-board.net,https://girei.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Gitea - Git with a cup of tea,https://forum.gitea.com/,,zh; en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; WEB_HOSTING_DOMAINS; TECHNOLOGY_SOFTWARE; CONSUMER_DEALS_REVIEWS,OTHER,ACTIVE,88,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
GitLab Forum,https://forum.gitlab.com/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GOVERNMENT_PUBLIC_SECTOR,EDUCATION_COMMUNITY,ACTIVE,92,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Gladys Assistant community - Official community forum for Gladys Assistant smart home.,https://community.gladysassistant.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; ANIMALS_PETS,OTHER,ACTIVE,48,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Glide Community - Get help with your Glide apps and connect with other Glide users.,https://community.glideapps.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,77,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
glidingsights.rpg-board.net,https://glidingsights.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GMX,https://gov.gmx.io/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,70,Ahrefs,2026-08-26,CLOSED,UNKNOWN,UNAVAILABLE,UNAVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
GNU Octave,https://octave.discourse.group/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,UNKNOWN,81,Ahrefs,2026-08-27,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Goat Simulator 3,https://forums.goatsimulator3.com/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,59,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
godlingswrath.rpg-board.net,https://godlingswrath.rpg-board.net/forum,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; ANIMALS_PETS,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Godot Forum,https://forum.godotengine.org/,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; SCIENCE,OTHER,ACTIVE,83,Ahrefs,2026-08-26,OPEN,UNKNOWN,AVAILABLE,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Going to Seed,https://goingtoseed.discourse.group/,,en,AGRICULTURE_GARDENING,AGRICULTURE_GARDENING; FOOD_COOKING,OTHER,ACTIVE,81,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
gorillazmxla.foroactivo.com,https://gorillazmxla.foroactivo.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,74,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SPONSORED,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Gradle Forums,https://discuss.gradle.org/,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; ENGINEERING; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,84,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Grafana Labs Community Forums,https://community.grafana.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,89,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,LOGIN_REQUIRED,UNKNOWN,2026-08-27
grandfurpile.rpg-board.net,https://grandfurpile.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
grandline.rpg-board.net,https://grandline.rpg-board.net/forum,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GraphHopper Forum,https://discuss.graphhopper.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,74,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
Graphic Design Stack Exchange,https://graphicdesign.stackexchange.com/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; CREATIVE_DESIGN,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Graphviz - Graph Visualization Software,https://forum.graphviz.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,82,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Gravity Forms,https://community.gravityforms.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,86,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Graylog Community,https://community.graylog.org/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; CYBERSECURITY_IT,OTHER,ACTIVE,77,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,AVAILABLE,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
greatsupersaviorteam.rpg-board.net,https://greatsupersaviorteam.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
greekxmyths.rpg-board.net,https://greekxmyths.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Green Day Forum,https://forum.greenday.fm/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,14,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
greenbladenation.all-up.com,https://greenbladenation.all-up.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,DORMANT,39,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
greenforum.forumotion.co.uk,https://greenforum.forumotion.co.uk/,,en,AGRICULTURE_GARDENING,AGRICULTURE_GARDENING; FOOD_COOKING; HOBBIES_COLLECTING_OUTDOORS,INDEPENDENT,DORMANT,52,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Grey Arrows Drone Club UK,https://greyarro.ws/,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION; LEGAL; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,45,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
