platform,collection,country,audience,actionability_status,next_action,action_url,cost,execution_confidence,difficulty,publishing_time,evidence_action_url,blocker,missing,native_score,native_signal,source_collection_url
CNA,Business Directories,Italy,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CNBC,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
CNCF Members,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
CNFI,Business Directories,Taiwan,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CNI,Business Directories,Brazil,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
COMCE,Business Directories,Mexico,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
CONCANACO SERVYTUR,Business Directories,Mexico,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CONFAPI,Business Directories,Italy,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
COPARMEX,Business Directories,Mexico,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CPA Australia Find a CPA,Business Directories,Australia,australia,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CRAN,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
CRAutos,Marketplace & Classified Platforms,Costa Rica,,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,74,"accepts both sellers, unknown",/research/marketplaces/
CSO Online,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
CSS Design Awards,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
CSS-Tricks,"Media, PR & Publishing",United States,global,READY,Submit a contributed article,https://css-tricks.com/guest-writing/,free,MEDIUM,Unknown,Unknown,verified,,,88,Media Score 88 (Exceptional),/research/media-pr-publishing/
CTech,"Media, PR & Publishing",Israel,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
CV-Library,Business Directories,United Kingdom,united-kingdom,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CV.lv,Marketplace & Classified Platforms,Latvia,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,80,"accepts business sellers, paid",/research/marketplaces/
CX Today,"Media, PR & Publishing",United Kingdom,global,READY,Submit company news,https://www.cxtoday.com/contact-us/,free,LOW,Unknown,Unknown,verified,,,90,Media Score 90 (Exceptional),/research/media-pr-publishing/
Callejeando,Business Directories,Spain,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Campspot,Business Directories,United States,north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Canadian Manufacturers & Exporters,Business Directories,Canada,canada,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Canadian Planet,Business Directories,Canada,canada,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Canary Media,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Canpages,Business Directories,Canada,canada,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Canton Fair,Business Directories,China,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
Canva Apps,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Capacity Media,"Media, PR & Publishing",United Kingdom,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Capterra,Business Directories,Global,global,NEEDS_BROWSER,Verify the route in a browser,https://www.capterra.com/vendors/,unknown,INSUFFICIENT,Moderate,Unknown,verified,,what action the platform supports,90,"tier tier1, priority P1",/research/business-directories/opportunities/
Car.gr,Marketplace & Classified Platforms,Greece,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
CarDekho,Marketplace & Classified Platforms,India,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
CarGurus,Business Directories,United States,north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
CarGurus,Marketplace & Classified Platforms,United States,,NEEDS_BROWSER,Verify the route in a browser,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,60,"accepts both sellers, paid",/research/marketplaces/
Care.com,Business Directories,United States,north-america,READY,Create a business profile,https://www.care.com/app/pn-business/early-learning-centers,unknown,LOW,Unknown,Unknown,verified,,,96,"tier tier1, priority P2",/research/business-directories/opportunities/
Careem,Business Directories,United Arab Emirates,middle-east,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
CareerJunction,Business Directories,South Africa,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CareerJunction,Marketplace & Classified Platforms,South Africa,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,80,"accepts business sellers, paid",/research/marketplaces/
Careers24,Business Directories,South Africa,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
CaribbeanJobs,Business Directories,Jamaica,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Caring.com,Business Directories,United States,united-states,READY,Create a business profile,https://partners.caring.com/contact-us,unknown,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
Carlist.my,Business Directories,Malaysia,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
Carlist.my,Marketplace & Classified Platforms,Malaysia,,READY,Post a classified listing,https://www.carlist.my/#,freemium,LOW,Unknown,Unknown,verified,,,74,"accepts both sellers, freemium",/research/marketplaces/
Carousell,Business Directories,Singapore,asia,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
Carousell,Marketplace & Classified Platforms,Singapore,,NEEDS_BROWSER,Verify the route in a browser,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,69,"accepts both sellers, freemium",/research/marketplaces/
Carousell Hong Kong,Marketplace & Classified Platforms,Hong Kong,,NEEDS_BROWSER,Verify the route in a browser,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,69,"accepts both sellers, freemium",/research/marketplaces/
Carousell Malaysia,Marketplace & Classified Platforms,Malaysia,,NEEDS_BROWSER,Verify the route in a browser,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,66,"accepts both sellers, freemium",/research/marketplaces/
Carousell Philippines,Marketplace & Classified Platforms,Philippines,,NEEDS_BROWSER,Verify the route in a browser,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,69,"accepts both sellers, freemium",/research/marketplaces/
Carpages.ca,Business Directories,Canada,canada,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Carrier Dealer Locator,Business Directories,United States,north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
